cutedge,competitiveness_index
608,3
602,3
621,0
633,0
637,0
642,1
646,1
648,1
619,2
655,2
656,3
644,3
665,3
653,0
640,0
638,0
620,1
636,1
619,1
634,2
622,2
626,3
610,3
627,3
614,0
588,0
592,0
586,1
587,1
626,1
638,2
629,2
616,3
617,3
609,3
608,0
622,0
608,0
653,1
651,1
657,1
638,2
643,2
639,2
649,2
678,2
671,0
636,0
674,0
664,0
635,0
627,0
618,1
607,1
608,1
618,1
622,1
618,0
605,0
609,0
609,0
622,0
641,0
643,1
642,1
643,1
640,1
610,1
606,0
600,0
594,0
600,0
602,0
611,0
609,1
584,1
569,2
571,2
567,2
571,0
576,0
576,0
589,0
582,0
588,0
593,1
591,1
634,2
639,3
623,3
639,0
657,0
649,0
635,0
639,0
617,0
620,1
601,1
603,2
603,3
606,3
630,0
625,0
607,0
599,0
586,0
602,0
568,1
587,1
577,2
577,3
585,3
598,0
574,0
575,0
597,1
597,1
586,1
592,1
567,1
585,2
562,3
553,3
556,0
568,0
565,0
582,1
561,1
539,1
540,1
539,1
583,2
570,3
591,3
625,0
645,0
651,0
658,1
649,1
638,1
642,1
638,1
682,2
649,2
640,2
637,0
668,0
669,0
686,1
684,1
660,1
642,1
640,1
639,2
625,2
674,2
665,0
677,0
655,0
630,1
631,1
632,1
633,1
634,1
636,2
637,2
623,2
600,0
588,0
583,0
590,1
604,1
610,1
623,1
656,1
629,2
610,2
610,2
613,0
612,0
617,0
619,1
616,1
667,1
687,2
686,2
677,2
682,2
676,2
657,0
704,0
694,0
661,1
678,2
651,2
627,3
638,3
644,3
631,3
623,3
645,0
608,0
618,0
627,0
659,1
672,2
671,3
662,3
663,3
639,3
623,3
646,0
613,0
616,0
604,0
598,0
590,1
582,2
582,2
607,3
602,3
592,3
620,0
597,0
560,0
575,0
554,0
548,1
539,2
564,2
582,3
567,3
587,3
580,0
580,0
588,0
560,0
557,0
573,1
583,2
588,2
601,2
591,2
580,2
596,0
612,0
617,0
597,0
622,0
646,1
633,2
640,2
624,2
651,2
593,2
595,0
596,0
628,0
621,0
613,1
616,2
619,2
642,2
632,2
696,2
664,2
643,0
647,0
647,0
633,0
639,1
615,2
587,2
601,2
591,2
595,2
596,2
598,0
606,0
592,0
596,0
602,1
606,2
621,2
632,2
609,2
644,2
619,2
632,0
663,0
626,0
594,0
585,0
589,1
595,1
594,1
594,2
576,2
593,2
592,0
614,0
610,0
606,0
605,0
603,1
615,1
609,1
625,2
596,2
583,2
595,0
597,0
611,0
627,0
656,0
663,1
652,1
633,1
637,2
647,2
652,2
675,0
686,0
690,0
670,0
672,0
672,1
685,1
676,1
675,2
674,2
680,2
654,0
653,0
656,0
649,0
663,0
633,1
597,1
617,1
627,2
620,2
616,2
614,0
625,0
605,0
607,0
575,0
595,1
593,1
606,1
597,2
600,2
650,2
650,0
634,0
640,0
643,0
648,0
633,1
638,1
637,1
661,2
684,2
723,2
704,0
679,0
668,0
664,0
650,0
654,1
649,1
653,1
670,2
689,2
675,2
676,0
681,0
664,0
672,0
672,0
660,1
664,1
662,1
643,2
632,2
623,2
608,0
607,0
603,0
617,0
597,0
592,1
633,1
571,1
578,2
566,2
556,2
558,0
554,0
574,0
578,0
578,0
566,1
594,1
601,1
587,2
565,2
557,2
565,0
570,0
563,0
595,0
610,0
629,1
639,1
648,1
656,2
658,2
629,2
638,0
635,0
640,0
641,0
629,0
634,1
641,1
601,1
577,2
569,2
588,2
588,0
609,0
573,0
572,0
576,0
569,1
580,1
595,1
574,2
578,2
563,2
556,0
529,0
565,0
570,0
580,0
583,1
599,1
595,1
598,1
584,2
582,2
578,0
559,0
559,0
545,0
563,0
567,1
551,1
562,1
560,1
554,2
566,2
567,0
535,0
563,0
570,0
559,0
547,1
553,1
523,1
528,1
529,2
520,2
521,0
548,0
544,0
533,0
540,0
543,1
561,1
553,1
566,1
542,2
521,2
536,0
527,0
527,0
535,0
589,0
595,1
535,1
528,1
540,1
571,2
599,2
609,0
587,0
619,0
613,0
604,0
616,1
609,2
623,2
622,2
638,3
632,3
640,0
656,0
676,0
694,0
695,0
668,1
647,1
617,1
614,1
624,2
630,3
634,0
625,0
614,0
622,0
614,0
612,1
599,1
598,1
601,1
591,2
603,3
651,0
644,0
627,0
637,0
624,0
634,1
630,1
623,1
602,1
609,2
628,3
613,0
610,0
607,0
621,0
617,0
623,1
612,1
607,1
608,1
603,2
587,3
586,0
603,0
608,0
614,0
636,1
621,1
614,1
600,1
589,1
606,2
601,3
610,0
623,0
641,0
633,0
632,1
640,1
631,1
613,1
619,1
616,2
620,3
629,0
598,0
603,0
588,0
585,1
594,1
598,1
610,1
622,1
621,2
613,3
600,0
622,0
656,0
659,0
651,1
675,1
651,1
628,1
611,1
616,2
609,3
611,0
599,0
593,0
614,0
599,1
598,1
599,1
622,1
634,1
650,1
668,2
703,0
690,0
682,0
661,0
679,1
685,1
717,1
728,1
727,1
722,1
726,2
711,0
714,0
690,0
657,0
660,1
656,1
652,1
645,1
656,1
622,1
601,2
594,0
594,0
575,0
585,0
575,0
578,0
574,0
565,0
591,0
604,0
611,1
607,1
599,1
573,1
594,1
600,1
590,1
599,1
587,1
579,1
596,1
563,2
571,1
568,1
575,1
555,1
556,1
556,1
618,1
616,1
620,1
629,1
579,1
586,1
587,1
585,1
577,1
578,1
582,1
567,1
578,1
575,1
552,1
536,1
533,1
553,1
595,1
613,1
595,1
573,1
601,1
574,1
602,1
602,1
622,1
622,1
579,1
553,1
584,1
572,1
584,1
573,1
600,1
574,1
560,1
563,1
556,1
560,1
573,1
548,1
560,1
581,1
570,2
568,2
571,2
581,2
602,2
625,1
594,1
602,1
606,1
620,1
606,1
612,1
627,1
623,1
628,1
626,1
636,1
657,1
654,1
651,1
659,1
654,1
653,2
656,2
645,2
646,2
644,2
645,1
642,1
644,1
651,1
655,1
645,1
644,1
650,1
611,1
606,1
609,1
606,1
601,1
598,1
608,1
579,1
578,1
550,1
561,1
559,1
564,1
602,1
601,0
605,0
559,0
553,0
549,0
561,0
570,1
572,1
534,1
545,1
582,1
562,0
550,0
553,0
555,0
551,0
562,0
581,1
619,1
615,1
616,1
626,1
639,0
612,0
607,0
597,0
608,0
616,0
636,1
616,1
601,1
583,1
576,1
590,0
588,0
592,0
556,0
567,0
565,0
571,1
567,1
573,1
633,1
626,1
603,0
585,0
590,0
535,0
507,0
513,0
521,1
595,1
600,1
614,1
588,1
572,0
556,0
548,0
560,0
569,0
558,0
572,1
552,1
557,1
551,1
540,1
534,0
527,0
519,0
595,0
597,1
605,1
610,1
589,1
587,1
575,1
588,1
598,0
606,0
596,0
620,0
602,1
623,1
619,1
631,1
661,1
689,1
671,1
647,0
615,0
603,0
628,0
650,1
616,1
604,1
616,1
621,1
616,1
644,1
641,0
635,0
646,0
618,0
623,1
618,1
620,1
593,1
614,1
650,1
642,1
648,0
632,0
633,0
636,0
630,1
632,1
622,1
632,1
625,1
615,1
610,1
609,0
612,0
608,0
613,0
613,0
619,1
602,1
619,1
626,1
626,1
598,1
604,1
601,1
594,1
605,1
610,1
593,1
576,1
580,1
577,1
611,1
607,1
607,1
560,1
560,1
564,1
570,1
577,1
534,1
560,1
561,1
550,1
545,1
547,1
523,1
527,1
594,1
541,1
550,1
541,1
517,1
525,1
549,1
561,1
562,0
566,1
566,1
549,1
531,1
533,1
563,1
564,1
550,1
561,1
559,1
553,0
543,1
547,1
543,1
532,1
533,1
502,1
502,1
503,1
505,1
534,1
554,0
564,1
559,1
565,1
552,1
517,1
508,1
492,1
509,1
508,1
518,1
538,0
557,1
558,1
550,1
549,1
544,1
582,1
581,1
580,1
599,1
601,1
588,0
600,1
585,1
573,1
583,1
584,1
615,1
604,1
590,1
577,1
581,1
576,0
601,1
595,1
584,1
611,1
621,1
616,1
651,1
647,1
625,1
603,1
606,0
600,1
613,1
579,1
554,1
568,1
599,1
592,1
593,1
563,1
558,1
537,0
510,1
537,1
536,1
533,1
524,1
531,1
582,1
512,1
530,1
528,1
533,0
536,0
546,0
540,1
522,1
514,1
522,1
531,1
530,1
529,1
523,1
529,0
519,0
535,0
526,1
567,1
578,1
528,1
540,1
525,1
542,1
569,1
568,0
561,0
572,0
566,1
581,1
584,1
585,1
620,1
606,1
583,1
553,1
576,0
548,0
528,0
505,1
516,1
534,1
549,1
547,1
546,1
559,1
549,1
531,0
544,0
550,0
550,1
568,1
563,1
594,1
600,1
589,1
607,1
603,1
586,0
600,0
604,0
588,1
588,1
602,1
597,1
611,1
605,1
612,1
609,1
610,0
596,0
590,0
587,1
609,1
604,1
600,1
592,1
586,1
565,1
573,1
567,0
549,0
596,0
602,1
601,1
609,1
602,1
578,1
591,1
599,1
619,1
578,0
561,0
557,0
555,1
553,1
554,1
561,1
551,1
542,1
533,1
532,1
538,0
524,0
539,0
518,1
516,1
537,1
536,1
582,1
595,1
598,1
589,1
564,0
561,0
545,0
554,1
565,1
619,1
622,1
625,1
626,1
622,1
627,1
601,0
599,1
600,1
608,1
595,1
593,1
605,1
622,1
682,1
662,1
647,1
645,0
634,1
640,1
630,1
635,1
639,1
640,1
626,1
620,1
612,1
627,1
601,0
611,1
602,1
608,1
622,1
642,1
634,1
649,1
606,1
570,1
586,1
590,0
574,1
568,1
571,1
582,1
592,1
599,1
607,1
601,1
589,1
613,1
588,0
588,1
574,1
571,1
576,1
580,1
598,1
557,1
551,1
546,1
541,1
552,0
574,1
568,1
563,1
559,1
543,1
537,1
537,1
535,1
527,1
519,1
549,0
552,1
547,1
546,1
558,1
555,1
557,1
528,1
543,1
558,1
577,1
573,0
597,1
603,1
617,1
609,1
615,1
579,1
595,1
594,1
582,1
591,1
580,0
566,0
566,0
569,0
568,0
579,0
591,0
599,0
595,0
573,1
573,1
564,0
580,0
580,0
582,0
597,0
577,0
587,0
604,0
584,0
582,1
570,1
595,0
575,0
565,0
546,0
568,0
575,0
569,0
550,0
559,0
532,1
540,1
538,0
552,0
552,0
558,0
558,0
563,0
561,0
556,0
545,0
536,1
537,1
536,0
528,0
583,0
571,0
571,0
582,0
582,0
530,0
516,0
530,1
534,1
544,0
523,0
514,0
513,0
520,0
519,0
519,0
515,0
507,0
532,1
536,1
526,0
530,0
538,0
519,0
527,0
544,0
570,0
570,0
564,0
570,0
553,0
553,0
541,0
544,0
541,0
531,0
526,0
515,0
541,0
534,0
550,0
511,0
501,0
501,0
513,0
508,0
520,0
548,0
558,0
564,0
561,0
553,0
555,0
561,0
595,0
569,0
567,0
566,0
582,0
568,0
536,0
536,0
535,0
531,0
537,0
568,0
574,0
573,0
588,0
586,0
594,0
588,0
568,0
566,0
567,0
564,0
569,0
574,0
583,0
596,0
612,0
590,0
611,0
609,0
616,0
612,0
615,0
601,0
604,0
613,0
621,0
623,0
603,0
577,0
585,0
586,0
575,1
584,0
548,0
567,0
550,0
532,0
539,0
541,0
529,0
543,0
554,0
531,1
520,0
538,0
520,0
540,0
550,0
547,0
549,0
555,0
588,0
546,0
589,1
628,0
615,0
617,0
658,0
658,1
663,1
654,1
639,1
635,1
636,1
647,1
653,0
644,0
616,0
621,0
644,0
649,0
634,0
633,0
629,0
637,0
638,1
640,0
633,0
625,0
633,0
649,0
649,0
638,0
655,0
646,0
618,0
613,1
591,0
594,0
580,0
578,0
580,0
579,0
590,0
576,0
594,0
616,0
596,1
601,0
608,0
612,0
601,0
597,0
584,0
589,0
586,0
557,0
567,0
566,1
578,0
582,0
608,0
583,0
572,0
561,0
558,0
534,0
518,0
534,0
521,1
504,0
524,0
533,0
525,0
534,0
534,0
550,0
522,0
535,0
555,0
560,1
568,0
598,0
572,0
573,0
558,0
582,0
573,0
600,0
620,0
600,0
604,0
605,0
609,0
607,0
598,0
587,0
577,0
585,0
602,0
592,0
594,0
595,0
612,0
600,0
612,0
582,0
571,0
587,0
575,0
578,0
587,0
589,0
589,0
573,0
577,0
563,0
598,0
595,0
606,0
583,0
594,0
586,0
585,0
570,0
594,0
611,0
642,0
625,0
627,0
651,0
645,0
639,0
641,0
604,0
603,0
591,0
595,0
595,0
578,0
577,0
565,0
554,0
562,0
576,0
577,0
595,0
601,0
615,0
614,0
630,0
620,0
641,0
667,0
662,0
642,0
654,0
681,0
658,0
671,0
614,0
570,0
547,0
567,0
567,0
574,0
580,0
589,0
583,0
590,0
585,0
573,0
560,0
569,0
559,0
552,0
553,0
554,0
547,0
558,0
557,0
564,0
570,0
568,0
567,0
562,0
562,0
557,0
548,0
553,0
558,0
546,0
517,0
504,0
506,0
503,0
513,0
514,0
524,0
525,0
541,0
542,0
551,0
561,0
595,0
564,0
549,0
553,0
580,0
578,0
582,0
578,0
579,0
586,0
582,0
588,0
574,0
546,0
550,0
547,0
559,0
554,0
585,0
572,0
581,0
626,0
625,0
613,0
638,0
637,0
650,0
635,0
633,0
636,0
636,0
620,0
614,0
611,0
595,0
607,0
613,0
639,0
646,0
654,0
653,0
610,0
594,0
603,0
628,0
626,0
621,0
607,0
590,0
577,0
595,0
613,0
614,0
602,0
598,0
601,0
580,0
575,0
604,0
623,0
551,0
565,0
589,0
575,0
578,0
587,0
614,0
618,0
582,0
621,0
620,0
608,0
601,0
572,0
552,0
547,0
534,0
547,0
493,0
514,0
548,0
560,0
546,0
537,0
536,0
547,0
564,0
589,0
576,0
583,0
582,0
614,0
596,0
570,0
541,0
540,0
515,0
545,0
522,0
525,0
528,1
512,1
564,1
568,1
553,1
551,1
546,1
552,1
551,0
546,0
543,0
549,1
547,2
552,2
528,2
528,2
559,2
553,2
559,2
569,0
567,0
559,0
536,1
570,2
569,2
571,2
572,2
575,2
572,2
590,2
582,0
544,0
537,0
522,1
515,2
526,2
527,2
564,2
553,2
531,2
532,2
536,0
506,0
549,0
505,1
536,2
535,2
537,2
536,2
558,2
558,2
560,2
562,0
566,0
568,0
567,1
543,2
544,2
551,2
518,2
531,2
539,3
559,3
595,0
596,0
595,0
579,1
566,2
573,2
569,2
570,2
563,2
569,3
538,3
545,0
544,0
579,0
597,0
603,1
639,2
637,2
638,2
636,2
626,3
629,3
628,0
625,0
629,0
640,0
636,0
640,1
623,1
633,1
636,1
635,2
642,3
671,0
671,0
689,0
672,0
662,0
676,1
663,1
663,1
661,1
655,2
654,2
633,0
637,0
626,0
642,0
636,0
628,1
649,1
638,1
654,2
651,3
655,3
648,0
667,0
680,0
681,0
679,0
629,1
615,1
601,1
604,2
601,3
622,3
632,0
641,0
661,1
686,1
705,1
712,2
711,2
690,2
705,3
723,3
702,3
699,0
689,0
713,1
720,2
722,2
726,2
728,2
722,2
721,3
719,3
719,3
734,0
734,0
755,1
734,2
720,2
732,2
705,2
719,2
705,3
665,3
668,3
702,0
652,0
650,1
661,2
626,2
604,2
590,2
563,2
566,3
581,3
584,3
587,0
590,0
557,1
535,2
531,2
535,2
562,2
576,2
562,3
538,3
545,3
558,0
526,0
554,1
555,2
550,2
553,2
591,2
622,2
638,3
635,3
612,3
625,0
581,0
562,1
575,2
569,2
557,2
544,2
559,2
526,3
579,3
543,3
551,0
555,0
567,0
584,1
592,1
584,1
595,1
610,1
605,2
595,3
589,3
609,0
613,0
591,1
579,2
565,2
556,2
549,2
555,2
559,2
547,3
561,3
583,0
583,0
553,1
536,2
551,2
552,2
533,2
555,2
549,2
531,3
531,3
521,0
505,0
510,1
489,2
498,2
506,2
491,2
489,2
506,2
531,3
531,3
524,0
541,0
539,1
541,2
573,2
596,2
612,2
592,2
588,2
579,3
579,3
567,0
571,0
542,1
553,2
521,2
540,2
555,2
550,2
553,2
570,3
575,3
537,0
559,0
540,1
580,2
603,2
608,2
626,2
650,2
638,2
628,3
621,3
592,0
579,0
594,1
610,2
623,2
630,2
639,2
640,2
628,2
636,3
633,3
637,0
639,0
651,1
666,2
653,2
644,2
648,2
646,2
638,2
643,3
641,3
658,0
675,1
679,2
680,3
664,3
661,3
615,3
611,3
648,3
648,3
640,3
640,0
633,1
641,2
611,3
611,3
616,3
594,3
587,3
575,3
585,3
600,3
580,0
571,1
528,2
528,3
527,3
534,3
522,3
527,3
527,3
521,3
529,3
533,0
555,0
557,0
556,1
554,1
542,1
558,1
584,1
629,1
614,1
615,1
612,0
568,0
580,1
589,2
595,2
584,2
597,2
599,2
602,2
601,2
584,2
588,0
603,1
608,2
623,3
609,3
584,3
592,3
600,3
610,3
593,3
593,3
593,0
633,1
625,2
620,3
619,3
605,3
599,3
614,3
598,3
625,3
632,3
619,0
609,1
596,1
596,2
603,2
610,2
607,2
591,2
636,2
615,2
609,2
565,0
551,1
559,1
553,2
570,2
590,2
578,2
576,2
572,2
584,2
583,2
589,0
582,1
571,1
586,2
611,2
603,2
602,2
602,2
583,2
576,2
598,2
615,0
592,1
633,1
675,2
692,2
681,2
628,2
637,2
656,2
648,2
640,2
641,1
626,2
606,2
607,3
614,3
599,3
610,3
600,3
594,3
593,3
615,3
615,0
564,1
577,1
577,2
574,2
544,2
551,2
545,2
604,2
560,2
579,2
579,0
602,1
590,1
596,2
599,2
601,2
599,2
609,2
579,2
568,2
572,2
590,0
587,1
574,1
576,2
574,3
597,3
602,3
602,3
591,3
602,3
570,3
590,1
584,2
586,2
618,3
645,3
641,3
592,3
569,3
580,3
549,3
556,3
569,1
555,2
559,2
562,3
569,3
563,3
579,3
562,3
538,3
554,3
547,3
551,1
538,2
577,2
583,3
579,3
572,3
572,3
596,3
597,3
606,3
598,3
582,1
597,2
563,2
553,3
519,3
551,3
564,3
567,3
573,3
548,3
539,3
560,1
557,2
583,2
586,3
581,3
577,3
573,3
589,3
592,3
604,3
575,3
580,1
558,2
542,2
547,3
565,3
580,3
584,3
583,3
578,3
611,3
574,3
575,1
560,2
588,2
622,3
616,3
613,3
605,3
619,3
589,3
637,3
646,3
652,1
670,2
699,2
681,3
629,3
593,3
584,3
559,3
567,3
568,3
571,3
573,1
573,2
578,2
556,3
554,3
529,3
535,3
557,3
553,3
554,3
554,3
557,1
549,2
528,2
525,2
519,2
512,2
530,2
555,2
544,2
540,2
551,2
555,1
564,2
580,2
568,2
570,2
576,2
568,2
612,2
610,2
545,2
563,2
574,1
557,1
557,1
550,1
537,1
542,1
530,1
531,1
528,1
522,1
514,1
515,1
516,1
512,1
549,1
555,1
541,1
550,1
548,1
553,1
543,1
543,1
548,1
543,1
538,1
567,1
547,1
531,1
538,1
552,1
547,1
544,1
547,1
532,1
526,1
540,1
565,1
554,1
548,1
556,1
537,1
535,1
547,1
545,1
544,1
536,1
521,1
538,1
558,1
562,1
546,1
548,1
568,1
545,1
583,1
582,0
613,0
633,0
588,0
584,0
553,0
557,0
550,1
574,1
570,1
590,1
634,0
616,0
599,0
569,0
568,0
594,0
607,0
625,1
599,1
602,1
623,1
583,0
571,0
582,0
560,0
562,0
560,0
555,0
567,1
571,1
574,1
585,1
576,0
580,0
564,0
567,0
570,0
558,0
574,0
574,1
571,1
575,1
581,1
574,0
581,0
582,0
605,0
614,0
590,0
608,0
605,1
635,1
632,1
632,1
639,0
626,0
629,0
620,0
631,0
618,0
616,0
618,1
626,2
617,2
600,2
597,0
578,0
591,0
578,0
598,0
598,0
568,0
592,1
588,2
570,2
572,2
529,0
538,0
559,0
547,0
560,0
578,0
564,0
574,1
596,2
615,2
621,2
596,0
567,0
555,0
535,0
542,0
560,1
560,1
551,1
562,2
538,2
543,2
541,0
551,0
554,0
556,0
563,0
569,1
568,1
565,1
580,2
567,2
572,2
553,0
601,0
624,0
625,0
623,0
602,1
604,1
593,1
551,2
550,2
548,2
557,0
560,0
560,0
585,0
589,0
562,1
590,1
580,1
605,2
591,2
590,2
597,0
593,0
608,0
606,0
598,0
566,1
556,1
560,1
573,2
567,2
569,2
574,0
576,0
609,0
603,0
626,0
619,1
653,1
660,1
644,2
607,2
583,2
570,0
563,0
544,0
554,0
569,0
580,1
578,1
555,1
590,2
579,2
582,2
591,0
578,0
569,0
573,0
573,0
574,1
580,1
560,1
568,2
571,2
564,2
543,0
549,0
548,0
543,0
539,0
544,0
560,0
571,0
610,0
618,0
617,0
627,0
616,0
600,0
639,0
644,0
635,0
653,0
654,0
652,0
652,0
652,0
642,0
639,0
646,0
610,0
598,0
607,1
599,1
593,1
604,1
560,1
568,1
572,0
585,0
583,0
558,0
573,0
552,1
566,1
564,1
601,1
598,1
652,1
593,0
617,0
633,0
645,0
637,0
615,1
612,1
629,1
602,1
594,1
581,1
560,0
588,0
601,0
610,0
614,0
610,1
604,1
592,1
593,1
591,1
593,1
593,0
594,0
592,0
584,0
577,0
580,1
585,1
585,1
582,1
578,1
592,1
583,0
576,0
577,0
594,0
582,0
579,1
583,1
594,1
597,1
588,1
593,1
604,0
614,0
634,0
650,0
621,0
639,1
610,1
621,1
611,1
601,1
592,1
578,0
578,0
597,0
599,0
589,0
573,1
578,1
581,1
565,1
573,1
593,1
601,0
603,0
582,0
611,1
625,1
634,2
626,2
627,2
618,2
619,2
658,2
663,0
650,0
624,0
615,1
608,1
622,1
607,1
593,1
615,1
584,1
581,1
593,0
608,0
606,0
599,1
606,1
593,1
580,1
580,1
607,1
609,1
625,1
597,0
602,0
608,0
625,1
616,1
606,1
602,1
586,1
604,1
605,1
582,1
587,0
596,0
604,0
597,1
600,1
586,1
588,1
585,1
583,1
638,1
647,1
605,0
609,0
600,0
593,1
590,1
656,1
613,1
630,1
621,1
589,1
575,1
561,0
557,0
565,0
557,1
560,1
557,1
574,1
588,1
581,1
607,1
588,1
576,0
557,0
541,0
536,0
540,0
530,0
536,0
536,0
546,0
546,0
546,0
552,0
572,0
582,0
616,0
613,0
604,0
598,0
598,0
593,0
593,0
600,0
600,0
607,0
599,0
605,0
621,0
599,0
600,0
593,0
613,0
618,0
625,0
641,0
620,0
629,0
630,0
632,0
632,0
