cutedge,competitiveness_index
635,0
644,0
634,0
651,0
653,0
660,0
659,0
627,0
610,0
631,0
622,0
591,0
599,0
605,0
606,0
617,0
616,0
626,0
633,0
636,0
638,0
625,0
613,0
608,0
598,0
602,0
593,0
611,0
617,0
625,0
635,0
664,0
683,0
683,0
652,0
640,0
625,0
618,0
614,0
606,0
596,0
572,0
570,0
574,0
582,0
580,0
555,0
599,0
561,0
548,0
582,0
603,0
592,0
599,0
586,0
585,0
590,0
583,0
576,0
571,0
565,0
565,0
564,0
578,0
598,0
600,0
614,0
635,0
631,0
632,0
639,0
646,0
642,0
631,0
688,0
692,0
693,0
692,0
682,0
619,0
633,0
656,0
657,0
628,0
627,0
613,0
602,0
603,0
592,0
599,0
651,0
587,0
590,0
584,0
587,0
590,0
593,0
593,0
573,0
567,0
566,0
567,0
565,0
571,0
573,0
580,0
567,0
572,0
598,0
611,0
600,0
603,0
628,0
631,0
631,0
611,0
622,0
644,0
660,0
647,0
631,0
625,0
619,0
605,0
603,0
598,0
600,0
582,0
585,0
576,0
587,0
587,0
579,0
558,0
563,1
575,1
572,1
572,0
567,0
596,0
620,0
617,0
588,0
560,0
540,0
543,1
546,1
536,1
536,0
546,0
543,0
527,0
542,0
550,0
552,0
567,0
577,1
569,1
571,1
589,0
561,0
564,0
561,0
560,0
561,0
548,0
546,0
555,1
556,1
565,1
584,0
581,0
584,0
552,0
586,0
585,0
575,0
568,0
564,1
563,1
563,1
577,0
558,0
560,0
554,0
560,0
558,0
587,0
587,0
574,1
582,1
588,1
606,0
618,0
623,0
606,0
621,0
610,0
615,0
613,0
606,1
599,1
594,1
590,0
617,0
619,0
612,0
588,0
584,0
633,0
629,0
626,1
671,1
660,1
667,0
666,0
685,0
690,0
674,0
683,0
671,0
672,0
668,1
656,1
613,1
572,0
601,1
612,1
614,1
568,1
595,1
628,1
605,1
585,1
567,1
589,1
575,0
600,1
597,1
582,1
579,1
583,1
590,1
593,1
611,1
605,1
606,1
575,0
540,1
534,1
554,1
553,1
545,1
557,1
561,1
558,1
559,1
541,1
567,0
595,1
582,1
582,1
581,1
597,1
591,1
591,1
564,1
585,1
544,1
565,0
586,1
572,1
563,1
556,1
557,1
545,1
562,1
569,1
562,1
565,1
528,0
560,0
560,0
558,1
561,1
574,1
573,1
571,1
540,1
543,1
520,1
512,0
516,0
542,0
525,1
515,1
543,1
563,1
549,1
541,1
543,1
563,1
554,0
562,0
590,0
586,1
585,1
581,1
611,1
592,1
595,1
582,1
577,1
591,0
599,0
595,0
598,1
598,1
605,1
589,1
616,1
621,1
605,1
617,1
607,0
593,0
599,0
611,1
628,1
602,1
577,1
568,1
574,1
606,1
607,2
603,0
608,0
607,0
591,1
607,1
577,1
576,1
557,1
564,1
562,1
540,2
562,0
560,0
579,0
580,1
581,1
567,1
569,1
612,1
601,1
594,1
626,2
627,0
642,0
647,0
602,0
598,0
598,0
616,0
604,1
602,1
609,1
639,2
620,0
617,0
615,0
634,0
614,0
587,0
582,0
592,1
594,1
569,1
574,2
578,0
578,0
562,0
580,0
586,0
597,0
596,0
604,1
573,1
583,1
581,1
596,0
584,0
559,0
574,0
580,0
589,0
602,0
600,1
615,1
607,1
554,1
560,0
565,0
561,0
578,0
573,0
573,0
619,0
626,1
613,1
601,1
596,1
590,0
586,0
595,0
590,0
588,0
597,0
615,0
631,1
628,1
644,1
644,1
639,0
635,0
628,0
667,0
646,0
657,0
606,0
590,1
601,1
606,1
595,1
586,1
580,1
588,1
603,1
616,1
625,1
622,1
590,2
573,2
570,2
554,2
557,1
538,1
555,1
582,1
575,1
587,1
588,1
592,2
576,2
614,2
620,2
593,1
565,1
557,1
546,1
573,1
574,1
572,1
565,2
575,2
580,2
606,2
604,1
598,1
596,1
571,1
583,1
634,1
665,1
645,2
655,2
645,2
649,2
601,1
552,1
541,1
546,1
569,1
569,1
594,1
565,2
586,2
587,2
587,2
584,0
614,1
630,1
641,1
629,1
620,1
597,1
615,2
634,2
622,2
626,2
604,0
615,1
595,1
598,1
604,1
611,1
632,1
618,2
616,2
617,2
617,2
614,0
635,1
620,1
634,1
650,1
656,1
646,1
676,2
672,2
645,2
646,2
643,0
660,1
675,1
660,1
669,1
669,1
666,1
656,2
633,2
653,2
670,2
665,0
638,1
643,1
642,1
620,1
609,1
611,1
622,2
632,2
638,2
622,2
618,0
623,0
609,0
649,1
650,1
646,1
658,1
663,2
675,2
656,2
639,2
626,0
629,0
606,0
604,1
618,1
630,1
631,1
617,2
623,2
636,2
649,2
653,0
617,0
620,0
637,1
637,1
637,1
645,1
635,2
632,2
571,2
567,2
576,0
556,0
600,0
610,1
642,1
644,1
649,1
643,2
634,2
628,2
628,2
613,0
612,0
605,0
625,1
616,1
617,1
611,1
610,2
580,2
592,2
587,2
571,0
582,0
583,0
592,1
595,1
589,1
603,1
578,2
602,2
605,2
599,2
574,0
554,0
570,0
578,0
571,0
556,0
549,0
558,1
556,1
569,1
557,1
560,0
555,0
552,0
556,0
558,0
568,0
572,0
574,0
576,0
576,0
571,0
557,0
553,0
557,0
548,0
555,0
551,0
552,1
589,1
594,1
604,1
561,1
565,0
553,0
545,0
576,0
585,0
593,0
590,1
584,1
610,1
595,1
631,1
632,0
635,0
618,0
599,0
597,0
598,0
602,1
595,1
585,1
584,1
582,1
588,0
587,0
595,0
596,0
575,0
582,0
588,1
586,1
591,1
610,1
603,1
623,0
594,0
599,0
610,0
600,0
552,0
549,1
580,2
595,2
594,2
593,2
611,0
595,0
617,0
604,0
600,0
629,0
617,0
602,1
583,1
587,1
565,1
546,0
555,0
556,0
571,0
592,0
591,0
606,0
604,0
583,0
580,0
581,0
578,0
572,0
561,0
588,0
572,0
562,0
541,0
548,0
545,0
544,0
535,0
514,0
487,0
507,0
514,0
529,0
512,0
526,0
541,0
529,0
516,0
533,0
565,0
557,0
562,0
561,0
583,0
595,0
596,0
605,0
611,0
604,0
594,0
560,0
587,0
582,0
584,0
586,0
610,0
623,0
607,0
581,0
570,0
570,0
577,0
581,0
615,0
592,0
596,0
583,0
580,0
586,0
592,0
582,0
602,0
616,0
618,0
607,0
607,0
600,1
644,1
650,1
677,1
675,1
662,1
631,1
628,0
633,0
639,0
628,0
564,1
587,1
591,1
596,1
605,1
608,1
638,1
628,0
619,0
644,0
629,1
642,2
618,2
642,2
640,2
620,2
590,2
558,2
597,0
603,0
599,0
591,1
570,1
563,1
565,1
565,1
566,1
562,1
557,1
551,0
549,0
541,0
545,1
543,1
542,1
544,1
558,1
552,1
559,1
573,1
573,0
565,0
574,0
579,1
578,1
561,1
583,1
590,1
573,1
569,1
547,1
576,0
553,0
553,0
552,1
548,1
598,1
582,1
576,1
577,1
575,1
585,1
572,0
541,0
536,0
536,1
543,1
542,1
543,1
518,1
539,1
549,1
556,1
536,0
556,0
551,0
549,0
542,0
518,0
501,0
507,0
563,0
552,0
591,0
569,0
581,0
580,0
590,0
604,0
593,0
583,0
613,0
594,0
535,0
556,0
553,0
551,0
558,0
557,0
546,0
576,0
588,0
574,0
563,0
566,0
583,0
579,0
598,0
574,0
570,0
578,0
586,0
622,0
653,0
635,0
636,0
631,0
636,0
626,0
634,0
609,0
602,0
601,0
593,0
588,0
592,0
575,0
571,0
569,0
572,0
575,0
576,0
585,0
578,0
586,0
578,0
578,0
569,0
578,0
583,0
616,0
614,0
616,0
619,0
636,0
628,0
609,0
565,0
595,0
580,0
590,0
601,0
573,0
606,0
584,0
586,0
594,0
606,0
601,0
612,0
620,0
627,0
629,0
628,0
619,0
608,0
618,0
625,0
622,0
594,0
609,0
594,0
583,0
590,1
585,1
591,1
613,1
594,1
608,1
619,1
607,1
595,1
626,1
600,0
597,1
602,1
561,1
571,1
560,1
572,1
570,1
574,1
545,1
585,1
598,0
611,1
603,1
569,1
557,1
566,1
568,1
591,1
601,1
585,1
583,1
580,0
560,1
539,1
537,1
546,1
508,1
508,1
536,1
561,1
549,1
559,1
569,0
562,1
558,1
530,1
559,1
527,1
523,1
517,2
521,2
514,2
499,2
512,0
536,1
523,1
523,1
516,1
528,1
514,1
545,2
548,2
588,2
600,2
566,0
563,1
552,1
549,1
542,1
602,1
636,1
627,2
602,2
547,2
541,2
539,0
542,0
540,0
533,0
564,0
546,0
547,0
544,1
517,1
529,1
528,1
526,0
515,0
523,0
559,0
537,0
535,0
516,0
542,1
535,1
527,1
523,1
492,0
511,0
507,0
517,0
511,0
517,0
513,0
529,1
551,1
562,1
546,1
577,0
573,0
578,0
561,1
537,1
542,1
524,1
516,1
523,1
536,1
551,1
556,0
562,0
575,0
588,1
564,1
578,1
577,1
588,1
592,1
606,1
596,1
576,0
571,0
561,0
559,1
546,1
555,1
568,1
547,1
554,1
576,1
556,1
558,0
582,0
548,0
519,1
499,1
487,1
486,1
496,1
485,1
490,1
497,1
512,0
512,0
518,0
535,1
553,1
555,1
535,1
534,1
542,1
562,1
570,1
556,0
569,0
585,0
591,0
568,0
560,0
544,0
529,1
538,1
532,1
536,1
533,0
538,0
538,0
574,0
580,0
588,0
585,0
568,1
572,1
560,1
560,1
580,0
600,0
623,0
640,0
657,0
628,0
619,0
602,1
612,1
613,1
622,1
638,0
621,0
619,0
601,0
610,0
609,0
632,0
599,1
613,1
609,1
599,1
594,0
594,0
621,0
600,1
616,1
606,1
613,1
585,2
588,2
584,2
595,2
613,0
613,0
612,0
603,1
593,1
574,1
586,1
559,2
566,2
570,2
586,2
568,0
571,0
601,0
619,1
624,1
576,1
566,1
560,2
536,2
535,2
538,2
510,0
521,0
531,0
552,1
536,1
535,1
553,1
568,2
577,2
585,2
602,2
601,0
614,0
615,0
631,1
652,1
685,1
680,1
649,2
648,2
655,2
653,2
690,1
689,1
652,1
630,2
644,2
630,2
640,2
669,2
613,2
615,2
620,2
601,1
622,1
599,1
611,2
584,2
604,2
613,2
635,2
645,2
649,2
647,2
623,1
629,1
618,1
602,2
597,2
592,2
602,2
615,2
602,2
596,2
631,2
668,1
623,1
605,1
625,2
623,2
633,2
631,2
646,2
646,2
643,2
689,2
682,0
687,0
674,0
671,1
651,1
666,1
663,1
646,2
621,2
613,2
650,2
656,0
615,0
618,0
611,1
638,1
637,1
650,1
663,2
701,2
692,2
703,2
700,1
694,1
657,1
653,2
666,2
672,2
667,2
680,2
674,2
612,2
606,2
591,1
596,1
588,1
586,2
629,2
618,2
595,2
596,2
602,2
626,2
625,2
611,0
595,0
601,0
602,1
618,1
626,1
604,1
603,2
607,2
623,2
627,2
622,0
613,0
596,0
597,1
576,1
604,1
599,1
598,2
586,2
592,2
600,2
606,0
617,0
614,0
657,0
668,0
642,0
633,0
627,1
620,1
625,1
610,1
608,0
605,0
611,0
599,0
625,0
631,0
631,0
643,1
621,1
601,1
614,1
582,0
619,0
605,0
582,0
581,0
569,0
576,0
567,1
565,1
570,1
570,1
569,0
608,0
618,0
611,0
595,0
569,0
586,0
596,1
578,1
573,1
544,1
533,1
556,1
573,1
586,1
573,1
594,1
591,1
554,1
546,1
531,1
531,1
556,1
521,1
521,1
525,1
530,1
546,1
577,1
554,1
508,1
517,1
535,1
559,0
576,0
560,0
569,0
553,0
536,1
519,1
510,1
512,1
526,1
542,1
565,1
555,1
555,1
525,1
527,1
552,1
558,1
553,1
554,1
538,1
550,1
565,1
576,1
593,1
577,1
583,1
571,1
564,1
557,1
572,1
573,1
579,1
554,1
553,1
550,1
565,1
575,1
611,1
592,1
576,1
568,1
565,1
567,1
542,1
539,1
535,1
549,1
539,1
533,1
525,1
517,1
539,1
565,1
572,1
595,1
576,1
561,1
528,1
535,1
522,1
524,1
513,1
512,1
506,1
528,1
532,1
534,1
536,1
519,1
547,1
556,1
579,1
588,1
582,1
580,1
592,1
574,1
608,1
637,1
645,1
662,1
677,1
671,1
618,1
621,1
653,1
651,1
631,1
630,1
628,1
638,1
645,1
631,1
622,1
649,1
629,1
622,1
623,1
632,0
615,0
598,0
604,0
608,0
608,0
575,0
570,0
574,1
550,1
545,1
558,0
554,0
548,0
550,0
559,0
589,0
595,0
586,0
580,1
551,1
555,1
571,1
603,1
642,1
603,1
614,1
608,1
602,1
603,1
602,2
596,2
611,2
601,1
571,1
577,1
587,1
597,1
579,1
568,1
561,1
558,2
572,2
573,2
573,1
589,1
582,1
620,1
600,1
608,1
623,1
629,1
638,2
632,2
597,2
573,1
560,1
567,1
580,1
591,1
560,1
556,1
535,1
543,2
535,2
521,2
558,1
555,1
564,1
580,1
596,1
561,1
560,1
556,1
540,2
574,2
583,2
613,1
592,1
594,1
585,1
596,1
609,1
612,1
621,1
618,2
616,2
629,2
627,1
636,1
632,1
617,1
642,1
630,1
622,1
630,1
636,1
633,2
632,2
653,1
643,1
615,1
620,1
613,1
614,1
617,1
628,1
635,1
621,2
633,2
627,1
619,1
601,1
612,1
608,1
614,1
608,1
603,1
587,1
579,2
590,2
602,1
602,1
597,1
606,1
609,1
621,1
613,1
617,1
595,1
596,2
604,2
586,1
593,1
592,1
611,1
601,1
564,1
558,1
540,1
544,1
547,2
533,2
571,1
592,1
621,1
611,1
612,1
603,1
601,1
590,1
595,1
556,2
593,2
581,1
600,1
594,2
602,2
587,2
595,2
607,2
632,2
609,2
575,2
586,2
611,1
602,1
604,2
603,2
643,2
641,2
581,2
563,2
569,2
598,2
608,2
604,0
613,1
607,2
661,2
651,2
638,2
683,2
674,2
699,2
699,2
700,2
705,0
688,1
669,2
676,2
711,2
683,2
672,2
659,2
641,2
640,2
623,2
616,0
620,1
621,1
600,1
601,1
601,1
633,1
653,1
655,1
657,2
649,2
657,0
647,1
653,1
663,1
664,1
635,1
652,1
646,1
648,1
658,2
647,2
635,0
621,1
615,2
586,2
582,2
582,2
595,2
602,2
591,2
564,2
535,2
527,0
550,1
528,1
536,1
541,1
525,1
528,1
517,1
521,1
518,1
512,1
513,0
505,1
537,1
523,1
519,1
518,1
536,1
540,1
562,1
560,1
558,1
574,0
564,1
604,1
571,1
590,1
566,1
609,1
584,1
585,1
588,1
613,1
634,0
646,1
608,1
589,1
608,1
603,1
597,1
595,1
596,1
589,1
620,2
640,0
623,1
623,1
599,1
604,1
623,1
634,1
600,1
606,2
613,2
624,3
602,0
615,1
623,1
616,1
594,1
598,1
593,1
585,1
564,2
544,2
579,3
588,0
620,1
611,1
602,1
639,1
658,1
659,1
659,1
657,2
635,2
625,3
627,0
641,1
644,2
657,2
663,2
653,2
634,2
646,2
634,3
661,3
665,3
660,0
600,1
574,2
566,2
573,2
560,2
588,2
587,2
560,3
579,3
592,3
612,0
615,0
619,1
566,1
562,1
549,1
548,1
558,2
576,3
576,3
591,3
593,0
587,0
591,1
585,1
597,1
601,1
611,1
604,2
623,3
630,3
604,3
606,0
643,0
622,1
631,1
630,1
642,1
656,1
616,2
610,3
641,3
630,3
634,0
640,0
658,1
649,1
646,1
636,1
651,1
648,2
647,3
641,3
636,3
626,0
613,0
642,1
640,1
655,1
661,1
665,1
662,2
659,3
659,3
671,3
677,0
680,1
671,1
659,1
660,1
661,1
649,1
625,2
647,3
651,3
642,3
657,0
664,1
693,1
707,1
697,1
672,1
664,1
660,2
664,3
678,3
661,3
678,0
651,1
671,1
676,1
702,1
725,1
713,1
721,2
717,3
751,3
742,3
779,0
761,1
749,1
758,1
743,1
764,1
795,1
792,2
785,3
764,3
699,3
674,0
711,1
706,1
686,1
695,1
698,1
699,1
665,2
663,3
670,3
670,3
699,0
713,0
686,0
724,0
737,0
706,1
716,1
642,2
655,3
667,3
668,3
686,0
702,0
701,1
704,1
670,1
679,1
632,1
622,2
640,3
625,3
622,3
653,1
640,1
653,2
632,2
655,2
657,2
673,2
673,2
668,3
667,3
668,3
681,1
683,1
661,2
657,2
638,2
621,2
642,2
642,2
647,3
655,3
653,3
617,1
611,1
606,2
596,2
582,2
583,2
590,2
610,2
625,3
612,3
603,3
609,1
623,1
612,2
609,2
611,2
599,2
584,2
591,2
581,3
574,3
571,3
581,1
606,1
633,2
632,2
619,2
617,2
616,2
608,2
616,3
631,3
647,3
642,1
641,1
656,2
669,2
650,2
627,2
657,2
671,2
700,3
729,3
721,3
705,0
662,0
628,0
628,0
598,0
592,0
588,0
595,0
588,1
590,1
600,1
601,1
601,1
596,2
600,2
607,2
610,2
610,2
601,2
577,3
576,3
576,3
565,1
569,1
563,2
558,2
553,2
563,2
581,2
628,2
633,3
585,3
598,3
588,1
604,1
618,2
616,2
590,2
594,2
612,2
637,2
626,3
630,3
639,3
625,1
588,1
593,2
576,2
577,2
578,2
582,2
615,2
607,3
596,3
592,3
609,1
620,1
624,2
616,2
627,2
617,2
608,2
610,2
593,3
599,3
592,3
590,1
557,1
583,2
552,2
559,2
550,2
543,2
547,2
547,2
548,2
554,2
574,1
587,1
592,2
581,2
582,2
575,2
579,2
578,2
578,2
564,2
550,2
539,1
538,1
544,1
562,1
556,1
556,1
569,1
573,1
579,1
588,1
585,2
577,1
576,1
593,1
585,1
586,1
578,2
582,2
572,2
553,2
563,2
589,2
578,1
581,1
597,1
576,1
599,1
589,2
593,2
606,2
601,2
600,2
595,2
595,1
595,1
597,1
612,1
600,1
600,2
624,2
623,2
607,2
605,2
628,2
634,1
653,1
640,1
649,1
616,1
631,2
608,2
604,2
619,2
600,2
580,2
575,1
583,1
581,1
612,1
615,1
648,2
629,2
636,2
636,2
654,2
656,2
625,1
645,1
624,1
605,1
605,1
609,2
618,2
625,2
633,2
625,2
648,2
634,1
660,1
613,1
612,1
610,1
627,2
605,2
607,2
627,3
628,3
605,3
607,1
615,1
620,1
621,1
602,1
633,2
658,2
657,2
660,3
655,3
639,3
614,1
589,1
583,1
587,1
620,1
619,1
629,1
617,1
632,2
631,2
632,2
614,1
614,1
614,1
617,2
591,2
595,2
580,2
583,2
591,2
592,2
578,2
583,1
585,1
594,1
585,1
534,1
514,1
524,1
528,1
541,1
547,1
567,1
560,1
567,1
578,1
608,1
580,1
585,1
572,1
571,1
553,1
574,1
571,1
550,1
564,1
560,1
564,1
567,1
568,1
540,1
544,1
553,1
586,1
576,1
618,1
619,1
589,1
568,1
568,1
569,1
588,1
584,1
598,1
599,1
584,1
586,1
591,1
622,1
627,1
596,1
589,1
597,1
612,2
616,2
675,2
675,2
681,1
670,1
660,1
685,1
640,1
618,1
555,1
579,2
579,2
580,2
583,2
592,1
597,1
581,1
562,1
558,1
587,1
602,2
594,2
559,2
560,2
557,2
564,1
559,1
545,1
543,1
542,1
540,1
527,1
525,1
526,1
557,1
565,2
580,1
594,1
610,1
579,1
595,1
588,1
572,1
577,1
563,1
573,1
575,2
602,1
602,1
597,1
579,1
577,1
541,1
592,1
558,1
582,1
544,1
555,2
565,1
533,1
528,1
544,1
539,1
507,1
525,1
535,1
531,1
534,1
526,2
509,1
510,1
503,1
529,1
524,1
567,1
583,1
613,2
602,2
616,2
630,2
606,1
581,1
582,1
583,1
599,1
601,1
591,1
589,1
574,1
577,1
562,1
564,1
562,1
556,1
572,1
598,1
597,1
605,1
623,1
606,1
576,1
587,1
563,1
589,1
631,1
640,1
654,1
668,1
710,1
705,1
676,1
677,1
662,1
610,1
615,1
626,1
618,1
625,1
612,1
612,1
613,1
638,1
642,1
631,1
628,1
593,1
628,1
622,1
620,1
613,1
630,1
645,1
654,1
649,1
665,1
696,1
672,1
673,1
623,1
622,1
621,1
608,1
582,1
591,1
579,1
619,1
633,1
641,1
640,1
637,1
624,1
610,1
630,1
609,1
596,1
590,1
598,1
614,1
624,1
641,1
623,1
632,1
648,1
662,1
663,1
656,1
660,1
656,1
640,1
660,1
649,1
634,1
633,1
632,1
599,1
601,2
599,2
601,2
615,2
606,1
598,1
625,1
614,1
613,1
615,1
632,1
631,1
623,1
623,1
602,1
601,1
604,1
599,1
623,1
631,1
628,1
627,1
547,1
558,1
547,1
567,1
582,1
595,1
572,1
577,1
575,1
590,1
588,1
572,1
556,1
559,1
566,1
586,1
576,1
584,1
566,1
569,1
597,1
592,1
582,1
582,1
579,1
586,1
586,1
605,1
599,1
611,1
614,1
621,1
608,1
607,1
580,1
586,1
628,1
577,1
582,1
581,1
581,1
580,1
572,1
555,1
571,1
579,1
594,1
589,1
594,1
603,1
588,1
551,1
558,1
574,1
538,1
597,1
553,1
564,1
567,1
611,1
622,1
579,1
577,1
576,1
568,1
586,1
585,1
591,1
595,1
587,1
576,1
602,1
629,1
594,1
579,1
588,1
601,1
593,1
596,1
597,1
606,1
600,1
583,1
580,1
576,1
585,1
581,1
586,1
580,1
544,1
544,1
533,1
537,0
536,0
542,0
534,0
550,0
554,0
549,1
545,1
579,1
573,1
581,1
589,0
597,0
585,0
598,0
588,0
572,0
555,1
573,1
564,1
544,1
548,1
520,0
520,0
512,0
510,0
511,0
514,0
515,1
516,1
507,1
572,1
592,1
574,0
615,0
595,0
595,0
605,0
587,0
579,1
569,1
577,1
585,1
588,1
615,0
603,1
608,1
617,1
617,1
612,1
604,2
582,2
546,2
536,2
520,2
514,0
505,1
525,2
504,2
524,2
551,2
512,2
493,2
499,2
484,2
508,2
493,0
540,1
545,2
545,2
558,2
527,2
523,2
521,2
523,2
533,2
548,2
570,0
570,1
546,2
551,2
576,2
566,2
555,2
564,2
542,2
538,2
543,2
527,0
524,0
526,1
544,1
524,1
530,1
530,2
535,2
527,2
506,2
504,2
526,0
517,0
516,1
520,1
527,1
536,1
542,2
541,2
555,2
563,2
551,2
552,0
560,0
565,1
579,1
563,1
536,1
529,2
502,2
530,2
526,2
530,2
523,0
510,0
514,1
512,1
531,1
510,1
549,2
554,2
554,2
559,2
562,2
559,0
564,0
559,1
568,1
557,1
578,1
572,2
607,2
603,2
609,2
581,2
578,0
569,0
554,1
570,1
582,1
564,1
578,1
553,1
564,2
555,2
548,2
541,0
592,0
587,1
589,1
587,1
592,1
593,1
587,1
596,2
547,2
544,2
561,1
553,1
554,2
570,2
579,2
576,2
587,2
588,2
577,2
547,2
537,2
562,1
582,1
593,2
592,2
578,2
563,2
567,2
558,2
556,2
593,2
591,2
595,1
610,1
581,2
587,2
582,2
552,2
547,2
559,2
546,2
570,2
575,2
549,1
556,1
563,2
579,2
549,2
560,2
553,2
576,2
580,2
573,2
547,2
540,0
554,0
564,1
573,1
570,1
596,1
602,2
618,2
570,2
559,2
563,2
536,0
542,0
543,1
539,1
532,1
528,1
538,2
561,2
558,2
559,2
591,2
593,0
591,0
589,1
599,1
608,1
591,1
569,2
572,2
521,2
528,2
522,2
516,0
531,0
529,1
533,1
513,1
558,1
619,2
618,2
623,2
610,2
601,2
588,0
590,0
558,1
550,1
565,1
553,1
535,2
549,2
561,2
560,2
524,2
526,0
524,0
526,1
506,1
516,1
495,1
551,2
548,2
549,2
560,2
552,2
558,0
552,0
550,1
533,1
535,1
535,1
532,2
536,2
522,2
565,2
575,2
521,0
516,0
543,1
588,1
576,1
571,1
574,1
596,1
614,1
628,1
623,1
625,0
634,0
623,1
599,1
575,1
581,1
598,1
595,1
581,1
584,1
585,1
594,0
593,0
606,1
614,1
615,1
599,1
574,1
591,1
585,1
595,1
572,1
571,0
569,0
596,1
612,1
586,1
587,1
582,1
557,1
571,1
558,1
571,1
568,0
569,0
595,1
597,1
607,1
606,1
628,1
643,1
656,1
659,1
662,1
671,0
670,0
647,1
648,1
647,1
655,1
659,1
651,1
613,1
610,1
606,1
621,1
632,1
623,2
615,2
598,2
567,2
589,2
580,2
619,2
641,2
686,2
676,1
679,1
688,2
678,2
691,2
675,2
671,2
674,2
682,2
679,2
678,2
690,1
675,1
675,2
677,2
684,2
653,2
643,2
635,2
625,2
631,2
633,2
636,1
653,1
641,2
629,2
651,2
663,2
673,2
663,2
654,2
683,2
678,2
684,1
676,1
695,2
697,2
685,2
666,2
657,2
660,2
652,2
644,2
645,2
649,1
620,1
623,2
608,2
604,2
608,2
602,2
618,2
615,2
643,2
640,2
637,1
632,1
634,2
634,2
608,2
598,2
586,2
590,2
616,2
597,2
595,2
584,1
592,1
560,1
560,1
563,1
588,1
602,1
627,1
628,1
630,1
620,1
596,0
592,0
590,1
595,1
591,1
588,1
622,1
624,1
610,1
630,1
673,1
652,0
667,0
671,1
676,1
631,1
600,1
630,1
610,1
597,1
566,1
577,1
567,0
571,0
610,1
624,1
630,1
611,1
642,1
630,1
640,1
608,1
584,1
553,0
565,0
558,1
568,1
570,1
568,1
530,1
546,1
554,1
535,1
566,1
551,0
550,0
542,1
536,1
581,1
595,1
585,1
585,1
608,1
616,1
599,1
598,0
597,0
607,1
643,1
607,1
632,1
626,1
617,1
589,1
594,1
573,1
565,0
565,0
572,1
583,1
573,1
559,1
554,1
551,1
561,1
557,1
536,1
534,0
532,0
532,1
562,1
587,1
574,1
577,1
578,1
598,1
585,1
597,1
588,0
603,0
638,1
639,1
660,1
680,1
690,1
711,2
676,2
658,2
622,2
632,0
641,0
630,1
616,1
619,1
617,1
614,1
607,2
649,2
653,2
674,2
636,0
657,0
665,1
677,1
674,1
645,1
621,1
623,2
610,2
614,2
589,2
597,0
581,0
576,1
564,1
551,1
556,1
561,1
557,2
574,2
588,2
589,2
582,0
587,0
590,1
594,1
597,1
580,1
594,1
624,2
597,2
593,2
621,2
612,0
647,0
635,1
619,1
607,1
615,1
624,1
632,2
604,2
604,2
616,2
598,0
597,0
576,1
570,1
585,1
590,1
593,1
595,2
559,2
565,2
565,2
564,0
551,0
558,1
565,1
596,1
590,1
589,1
565,2
588,2
596,2
599,2
592,1
584,1
560,1
574,1
580,1
572,1
571,1
575,2
572,2
579,2
576,2
577,1
574,1
574,1
567,1
571,1
565,1
563,1
593,2
581,2
593,2
598,2
608,1
624,1
630,1
640,1
632,1
635,1
649,1
622,2
626,2
635,2
612,2
645,1
609,1
606,1
608,1
618,1
622,1
593,1
618,2
572,2
547,2
579,2
589,1
620,1
627,1
654,1
615,1
626,1
624,1
629,2
610,2
639,2
652,2
658,1
620,1
608,1
593,1
583,1
568,1
575,1
580,2
607,2
606,2
581,2
585,0
563,0
574,0
575,0
584,0
583,0
583,0
615,1
605,1
608,1
614,1
581,0
602,0
584,0
598,0
631,0
628,0
613,0
629,1
616,1
621,1
609,1
605,0
605,0
609,0
603,0
599,0
568,0
565,0
581,1
571,1
622,1
614,1
601,0
596,0
610,0
610,0
599,0
601,0
609,0
603,1
590,1
607,1
577,1
587,0
572,0
575,0
571,0
574,0
575,0
575,0
585,1
586,1
588,1
584,1
580,0
569,0
570,0
587,0
560,0
549,0
538,0
553,1
544,1
547,1
570,1
583,0
595,0
571,0
578,0
564,0
542,0
548,0
551,1
544,1
558,1
557,1
551,0
549,0
524,0
527,0
526,0
558,0
560,0
538,1
530,1
528,1
530,1
530,0
523,0
562,0
564,0
528,0
530,0
533,0
522,1
528,1
554,1
551,1
528,0
532,0
547,0
576,0
576,0
572,0
535,0
543,1
532,1
536,1
534,1
524,0
513,0
518,0
540,0
544,0
579,0
570,0
565,1
565,1
550,1
578,1
576,0
574,0
565,0
559,0
564,0
565,0
555,0
572,1
566,1
577,1
582,1
590,0
609,0
603,0
598,0
602,0
589,0
589,0
602,1
567,1
571,1
572,1
598,0
609,0
577,0
587,0
614,0
591,0
577,0
585,1
573,1
562,1
575,1
561,0
565,0
547,0
574,0
548,0
567,0
572,0
558,1
541,1
535,1
530,1
530,0
546,0
536,0
525,0
513,0
516,0
507,0
520,1
521,1
542,1
549,1
549,0
514,0
514,0
518,0
524,0
528,0
524,0
509,1
554,1
542,1
553,1
561,0
530,0
524,1
538,1
559,1
543,1
542,1
543,1
544,1
590,1
572,1
562,0
553,0
563,1
542,1
551,1
547,1
569,1
557,1
553,1
533,1
534,1
541,0
549,0
543,1
548,1
547,1
544,1
557,1
556,1
558,1
576,1
569,1
579,0
562,0
561,1
573,1
575,1
554,1
559,1
549,1
562,1
602,1
606,1
558,0
562,0
565,1
555,1
574,1
606,1
579,1
600,1
589,1
592,1
595,1
601,0
581,0
538,1
522,1
